,admission_year,matric_gpa,study_year,current_gpa,monthly_allowance,scholarship,study_hours,classes_missed,failed_modules,gender_Female,gender_Male,faculty_AgriSciences,faculty_Arts & Social Sciences,faculty_Economic & Management Sciences,faculty_Education,faculty_Engineering,faculty_Law,faculty_Medicine and Health Services,faculty_Science,faculty_Unknown,accommodation_Non-private accommodation ie. Res,accommodation_Private accommodation/ stay with family/friends
59,2024,1.7209334093190545,1,0.4923168209960938,5500.0,0,7.0,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1
60,2024,-0.8582961707354269,2,-0.1230451026793605,6500.0,0,4.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1
61,2024,0.0014470226160669506,0,1.1076787446715481,4500.0,0,7.0,4.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,1
62,2024,0.7178996837423118,1,-0.3691898721495422,4500.0,0,8.0,4.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1
63,2024,1.0044807481928097,0,1.7230406683470023,4500.0,0,8.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
64,2024,0.43131861929181387,1,-0.1230451026793605,5500.0,1,8.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
65,2024,0.8611902159675607,0,1.1076787446715481,4500.0,0,8.0,4.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1
66,2024,-0.285134041834431,1,-0.1230451026793605,7500.0,0,8.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
67,2024,0.2880280870665649,1,-0.615334641619724,7500.0,0,4.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1
68,2024,-0.7150056385101778,5,-0.1230451026793605,4500.0,1,4.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,2024,1.0044807481928097,3,1.2307511294066389,6500.0,0,7.0,8.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1
70,2024,0.8611902159675607,1,-0.1230451026793605,5500.0,1,7.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
71,2024,1.0044807481928097,0,-0.9845517958249965,5500.0,0,4.0,7.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1
72,2024,-0.42842457405967993,1,-0.1230451026793605,4500.0,1,7.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
73,2024,2.914543542755378,1,3.596202364015085,4500.0,0,8.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
74,2024,-1.1448772351859249,0,-0.7384070263548148,6500.0,0,7.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
75,2024,-0.42842457405967993,1,-0.1230451026793605,6500.0,0,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
76,2024,-0.285134041834431,1,-0.7384070263548148,4500.0,0,2.0,7.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1
77,2024,1.2910618126433078,5,-0.1230451026793605,5500.0,0,8.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
78,2024,-0.42842457405967993,1,-0.9845517958249965,5500.0,0,4.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
79,2024,1.1477712804180586,2,-1.353768950030269,5500.0,1,2.0,8.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1
80,2024,0.2880280870665649,2,0.6153892057311846,8500.0,0,7.0,2.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
81,2024,-0.42842457405967993,2,-0.7384070263548148,5500.0,0,8.0,8.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
82,2024,-0.42842457405967993,1,0.4923168209960938,8500.0,0,7.0,7.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1
83,2024,0.2880280870665649,1,-0.7384070263548148,4500.0,0,8.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
84,2024,-0.42842457405967993,2,-0.24611748741445136,5500.0,0,8.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
85,2024,1.0044807481928097,2,2.2153302072873657,5500.0,1,8.0,7.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
86,2024,0.14473755484131592,1,-0.7384070263548148,5500.0,0,7.0,7.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
87,2024,0.0014470226160669506,2,-0.615334641619724,4500.0,1,2.0,4.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0
88,2024,0.0014470226160669506,1,2.728205573035931e-05,6500.0,0,4.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1
89,2024,-1.8613298963121696,0,-0.1230451026793605,4500.0,0,4.0,4.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
90,2024,0.5746091515170628,1,-1.5999137195004507,4500.0,0,7.0,7.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1
91,2024,-0.14184350960918202,0,-0.49226225688463304,5500.0,0,7.0,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
92,2024,1.0044807481928097,1,-0.1230451026793605,7500.0,0,8.0,7.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1
93,2024,0.43131861929181387,2,-0.49226225688463304,8500.0,0,7.0,7.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
94,2024,-0.14184350960918202,1,-0.615334641619724,7500.0,0,8.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
95,2024,0.5746091515170628,1,0.8615339752013663,4500.0,0,7.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
96,2024,-0.7150056385101778,2,-0.7384070263548148,5500.0,0,4.0,7.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
97,2024,-1.4314582996364227,5,-0.1230451026793605,4500.0,0,4.0,8.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
98,2024,-1.1448772351859249,1,-0.7384070263548148,7500.0,0,4.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
99,2024,-0.42842457405967993,2,-0.24611748741445136,4500.0,0,4.0,4.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1
100,2024,0.0014470226160669506,1,-0.49226225688463304,5500.0,0,8.0,7.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
101,2024,-0.7150056385101778,0,0.36924443626100295,6500.0,0,4.0,4.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
102,2024,-0.5717151062849289,1,-1.1076241805600873,7500.0,0,7.0,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
103,2024,-0.14184350960918202,0,-0.7384070263548148,4500.0,0,7.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
104,2024,-1.7180393640869207,5,-0.1230451026793605,4500.0,0,8.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
105,2024,0.2880280870665649,1,-0.7384070263548148,8500.0,0,0.0,0.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1
106,2024,0.0014470226160669506,0,2.728205573035931e-05,4500.0,1,4.0,7.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1
107,2024,-0.42842457405967993,0,-1.9691308737057234,4500.0,0,8.0,4.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0
108,2024,-0.8582961707354269,0,0.4923168209960938,6500.0,0,0.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
109,2024,0.2880280870665649,2,-0.1230451026793605,8500.0,0,7.0,4.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
110,2024,-0.42842457405967993,1,0.7384615904662755,5500.0,0,0.0,8.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
111,2024,-0.7150056385101778,1,-0.49226225688463304,7500.0,0,8.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
112,2024,1.1477712804180586,2,1.2307511294066389,4500.0,0,7.0,7.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
113,2024,-1.1448772351859249,0,1.1076787446715481,5500.0,0,7.0,7.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1
114,2024,0.7178996837423118,0,-0.1230451026793605,6500.0,0,2.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
115,2024,0.8611902159675607,5,-0.1230451026793605,5500.0,0,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
116,2024,1.0044807481928097,0,2.707619746227729,4500.0,1,8.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
117,2024,-0.8582961707354269,1,-0.615334641619724,4500.0,0,4.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
118,2024,-0.7150056385101778,0,-1.7229861042355417,4500.0,0,4.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
119,2024,-0.285134041834431,4,1.5999682836119116,8500.0,0,7.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
120,2024,-0.285134041834431,0,-1.2306965652951782,4500.0,0,8.0,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
121,2024,0.5746091515170628,1,0.4923168209960938,4500.0,0,2.0,8.0,4.0,0,1,0,1,0,0,0,0,0,0,0,1,0
122,2024,0.5746091515170628,1,-0.7384070263548148,4500.0,0,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
123,2024,-1.4314582996364227,1,-1.1076241805600873,4500.0,0,4.0,7.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1
124,2024,0.8611902159675607,0,-0.24611748741445136,4500.0,0,2.0,4.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
125,2024,0.14473755484131592,1,-0.7384070263548148,8500.0,0,8.0,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
126,2024,1.5776428770938056,1,0.9846063599364572,4500.0,0,4.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
127,2024,0.5746091515170628,1,0.8615339752013663,5500.0,0,4.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1
128,2024,0.7178996837423118,1,-1.8460584889706324,4500.0,0,8.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
129,2024,-0.285134041834431,5,-0.1230451026793605,5500.0,0,7.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
130,2024,0.7178996837423118,1,-0.7384070263548148,4500.0,0,7.0,7.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0
131,2024,-0.285134041834431,1,-0.7384070263548148,5500.0,0,4.0,7.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1
132,2024,0.5746091515170628,0,-0.1230451026793605,5500.0,1,2.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
133,2024,-0.285134041834431,0,-1.47684133476536,5500.0,0,2.0,7.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
134,2024,0.0014470226160669506,0,-0.1230451026793605,5500.0,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0
135,2024,0.14473755484131592,1,-0.24611748741445136,5500.0,0,4.0,4.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
136,2024,-0.8582961707354269,0,-0.615334641619724,4500.0,0,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
137,2024,-1.8613298963121696,5,-0.1230451026793605,6500.0,1,4.0,8.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1
138,2024,-1.1448772351859249,4,0.24617205152591207,4500.0,0,2.0,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1
139,2024,-0.8582961707354269,1,-1.5999137195004507,4500.0,0,7.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
140,2024,-0.5717151062849289,0,0.8615339752013663,5500.0,1,4.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
141,2024,-0.285134041834431,0,-1.9691308737057234,7500.0,0,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
142,2024,0.43131861929181387,0,-0.24611748741445136,4500.0,0,2.0,7.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1
143,2024,1.0044807481928097,1,0.8615339752013663,5500.0,0,8.0,2.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1
144,2024,1.0044807481928097,1,0.8615339752013663,5500.0,0,8.0,2.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1
145,2024,0.2880280870665649,1,-1.9691308737057234,5500.0,0,7.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
146,2024,0.8611902159675607,1,0.24617205152591207,6500.0,0,7.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
147,2024,-1.2881677674111738,3,-0.1230451026793605,7500.0,0,7.0,8.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1
148,2024,-0.285134041834431,3,0.6153892057311846,5500.0,0,2.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
149,2024,0.0014470226160669506,1,-0.1230451026793605,5500.0,0,7.0,4.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
150,2024,-0.8582961707354269,2,-0.7384070263548148,5500.0,1,4.0,7.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1
151,2024,1.4343523448685567,1,0.7384615904662755,4500.0,0,8.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
152,2024,2.0075144737695525,2,0.4923168209960938,7500.0,0,4.0,8.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,1
153,2024,1.0044807481928097,5,-0.1230451026793605,5500.0,0,2.0,4.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
154,2024,-0.5717151062849289,2,1.3538235141417299,6500.0,0,4.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
155,2024,0.0014470226160669506,1,-0.7384070263548148,4500.0,0,0.0,8.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0
156,2024,1.7209334093190545,0,1.1076787446715481,4500.0,1,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
157,2024,0.8611902159675607,1,0.24617205152591207,4500.0,0,2.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
158,2024,1.9874537992580175,1,-0.013510680265129565,5500.0,1,8.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
159,2024,0.2880280870665649,3,-0.3691898721495422,5500.0,0,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
160,2024,-1.0015867029606758,1,-1.353768950030269,6500.0,0,8.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
161,2024,0.2880280870665649,1,0.8615339752013663,7500.0,0,4.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
162,2024,-0.42842457405967993,1,1.7230406683470023,6500.0,0,4.0,7.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
163,2024,-1.2881677674111738,5,-0.1230451026793605,5500.0,0,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
164,2024,0.5746091515170628,1,0.36924443626100295,4500.0,0,0.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
165,2024,0.2880280870665649,1,0.4923168209960938,6500.0,0,8.0,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
166,2024,-0.5717151062849289,5,-0.1230451026793605,6500.0,0,8.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
167,2024,-0.7150056385101778,1,0.9230701675689118,4500.0,0,8.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
168,2024,-0.5717151062849289,5,-0.1230451026793605,4500.0,0,4.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
169,2024,0.8611902159675607,1,0.4923168209960938,5500.0,0,8.0,7.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
170,2024,-2.1479109607626676,0,0.24617205152591207,4500.0,0,4.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
171,2024,-0.7150056385101778,5,-0.1230451026793605,4500.0,0,2.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
172,2024,0.0014470226160669506,5,-0.1230451026793605,5500.0,0,7.0,7.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
173,2024,-0.5717151062849289,2,-0.3691898721495422,5500.0,1,4.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
174,2024,0.14473755484131592,0,1.3538235141417299,7500.0,1,7.0,2.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1
175,2024,0.43131861929181387,1,0.4923168209960938,4500.0,0,4.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
176,2024,0.5746091515170628,1,-0.7384070263548148,7500.0,0,8.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
177,2024,-0.42842457405967993,2,-1.9691308737057234,7500.0,0,0.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
178,2024,0.0014470226160669506,0,-0.7384070263548148,4500.0,0,4.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
179,2024,-0.8582961707354269,0,0.8615339752013663,4500.0,0,2.0,7.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
180,2024,0.14473755484131592,5,-0.1230451026793605,6500.0,0,4.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
181,2024,-1.1448772351859249,1,-0.1230451026793605,4500.0,1,2.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
182,2024,1.1477712804180586,1,1.1076787446715481,4500.0,0,7.0,4.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
183,2024,-0.285134041834431,0,-0.49226225688463304,5500.0,0,8.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1
184,2024,0.2880280870665649,0,-0.3691898721495422,4500.0,0,8.0,7.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0
185,2024,-0.285134041834431,2,-0.49226225688463304,5500.0,0,8.0,7.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1
186,2024,-0.42842457405967993,0,-0.7384070263548148,4500.0,0,7.0,8.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,1
187,2024,0.7178996837423118,2,-1.353768950030269,5500.0,0,8.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
188,2024,-1.1448772351859249,0,-0.1230451026793605,5500.0,0,8.0,7.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
189,2024,-1.1448772351859249,0,-1.1076241805600873,5500.0,1,8.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
190,2024,0.43131861929181387,1,0.7384615904662755,4500.0,1,4.0,4.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
191,2024,1.1477712804180586,5,-0.1230451026793605,4500.0,0,8.0,7.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1
192,2024,-0.42842457405967993,1,-1.9691308737057234,6500.0,0,2.0,4.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
193,2024,0.7178996837423118,1,-1.8460584889706324,4500.0,0,7.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
194,2024,-0.14184350960918202,0,-0.1230451026793605,4500.0,0,7.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
195,2024,2.0075144737695525,3,2.707619746227729,5500.0,0,8.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
196,2024,-0.8582961707354269,0,-1.47684133476536,6500.0,0,2.0,8.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
197,2024,0.7178996837423118,0,0.24617205152591207,6500.0,0,7.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
198,2024,0.14473755484131592,1,-0.8614794110899057,4500.0,0,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
199,2024,0.7178996837423118,0,-0.1230451026793605,6500.0,0,2.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
200,2024,-1.5747488318616718,0,-0.1230451026793605,5500.0,0,2.0,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
201,2024,-1.5747488318616718,0,1.3538235141417299,5500.0,0,7.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
202,2024,-1.0015867029606758,0,-0.49226225688463304,8500.0,0,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
203,2024,-2.5777825574384146,0,-0.1230451026793605,4500.0,0,2.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
204,2024,0.0014470226160669506,0,-0.7384070263548148,4500.0,0,4.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
205,2024,0.7178996837423118,0,2.2153302072873657,4500.0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
206,2024,-0.285134041834431,0,0.4923168209960938,8500.0,0,4.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
207,2024,-0.42842457405967993,0,-0.7384070263548148,8500.0,0,0.0,8.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
208,2024,0.2880280870665649,2,-0.3691898721495422,5500.0,0,2.0,7.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
209,2024,0.0014470226160669506,0,1.7230406683470023,6500.0,0,2.0,7.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0
210,2024,-1.5747488318616718,0,1.4768958988768206,5500.0,0,2.0,7.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
211,2024,-1.1448772351859249,1,1.2307511294066389,4500.0,0,2.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0
212,2024,-1.5747488318616718,1,-0.3691898721495422,4500.0,0,4.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
213,2024,1.0044807481928097,2,-0.1230451026793605,5500.0,0,4.0,7.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0
214,2024,-0.7150056385101778,1,-0.9845517958249965,5500.0,0,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
215,2024,0.8611902159675607,1,0.12309966679082121,5500.0,0,7.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
216,2024,-0.285134041834431,0,-0.8614794110899057,4500.0,0,2.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
217,2024,-1.8613298963121696,1,-0.1230451026793605,4500.0,0,7.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
218,2024,1.2910618126433078,2,0.9846063599364572,4500.0,1,8.0,8.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0
219,2024,-0.8582961707354269,1,-0.7384070263548148,5500.0,1,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
220,2024,0.0014470226160669506,1,-0.24611748741445136,5500.0,0,7.0,7.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1
221,2024,0.2880280870665649,1,-0.1230451026793605,4500.0,1,4.0,2.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0
222,2024,-1.5747488318616718,0,1.7230406683470023,4500.0,0,2.0,7.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1
223,2024,-0.8582961707354269,0,-0.24611748741445136,6500.0,0,7.0,8.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
224,2024,0.0014470226160669506,5,-0.1230451026793605,5500.0,0,4.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1
225,2024,-0.42842457405967993,1,1.1076787446715481,4500.0,0,7.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
226,2024,0.5746091515170628,1,0.7384615904662755,5500.0,0,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
227,2024,2.2940955382200503,5,-0.1230451026793605,5500.0,0,4.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1
228,2024,0.43131861929181387,1,-0.1230451026793605,5500.0,0,8.0,4.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
229,2024,0.5746091515170628,2,-0.3691898721495422,5500.0,0,8.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
230,2024,0.2880280870665649,2,0.9846063599364572,7500.0,0,7.0,2.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1
231,2024,-1.8613298963121696,2,-0.7384070263548148,4500.0,0,7.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
232,2024,0.0014470226160669506,5,-0.1230451026793605,5500.0,0,4.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1
233,2024,1.0044807481928097,1,-0.7384070263548148,4500.0,0,8.0,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
234,2024,-1.2881677674111738,1,-1.353768950030269,5500.0,0,0.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
235,2024,-1.4314582996364227,0,-1.353768950030269,4500.0,1,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
236,2024,-0.8582961707354269,0,-0.9845517958249965,6500.0,0,2.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
237,2024,0.8611902159675607,0,3.1999092851680926,5500.0,0,4.0,8.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0
238,2024,-1.1448772351859249,2,-1.5999137195004507,4500.0,0,4.0,8.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
239,2024,0.5746091515170628,2,1.3538235141417299,5500.0,1,8.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
240,2024,0.8611902159675607,3,-0.3691898721495422,5500.0,1,8.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
241,2024,-1.1448772351859249,0,0.4923168209960938,4500.0,0,2.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
242,2024,0.0014470226160669506,1,-1.1076241805600873,8500.0,0,7.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
243,2024,2.4373860704452994,1,2.6583907923336922,8500.0,0,8.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1
244,2024,-0.42842457405967993,0,-0.7384070263548148,4500.0,1,4.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
245,2024,0.2880280870665649,3,-1.353768950030269,5500.0,0,4.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1
246,2024,-0.7150056385101778,1,-0.1230451026793605,4500.0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
247,2024,1.1477712804180586,0,0.8615339752013663,7500.0,0,8.0,4.0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0
248,2024,0.8611902159675607,0,1.2307511294066389,7500.0,0,8.0,4.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,1
249,2024,0.5746091515170628,1,0.24617205152591207,4500.0,0,4.0,8.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
250,2024,-0.7150056385101778,1,-1.1076241805600873,4500.0,1,8.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
251,2024,-0.42842457405967993,0,-0.3691898721495422,5500.0,0,8.0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1
252,2024,-0.5717151062849289,0,-0.24611748741445136,4500.0,1,7.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
